,id_estudiante,edad,materia,horas_estudio_semana,asistencia_pct,nota_final
128,129,16,Matemáticas,9.801760604,74.95859233,94.20566904
235,236,16,Matemáticas,6.114763684,79.35921369,94.42594935
231,232,16,Matemáticas,5.035429984,79.97945776,94.58675208
150,151,16,Matemáticas,11.01280799,99.20504248,94.6302274
252,253,19,Literatura,10.04178788,88.42725346,95.0885858
232,233,16,Matemáticas,12.46951175,74.78767183,95.16551221
36,37,16,Historia,11.15219635,66.59125769,95.25891537
20,21,18,Matemáticas,11.93612785,86.70865438,95.91314755
10,11,15,Literatura,10.99694204,84.62365298,96.03945705
205,206,14,Literatura,14.48813293,100,96.24365115
105,106,16,Historia,7.507149651,76.05392698,98.71047031
199,200,14,Ciencias,0.5,20,100
8,9,15,Matemáticas,5.397657488,79.55080913,101.1289131
79,80,13,Historia,10.61039091,91.10585745,101.1512198
98,99,16,Matemáticas,5.804297279,85.96120777,101.3256206
19,20,13,Literatura,12.91471285,92.43264094,102.1340554
215,216,17,Literatura,10.67165207,86.94089993,102.1772369
225,226,17,Literatura,13.28257456,84.34249739,103.157845
153,154,16,Ciencias,8.702325437,89.71415556,103.7865371
157,158,16,Matemáticas,16.2262024,69.84255885,104.3641386
272,273,17,Historia,6.668272464,80.47693681,104.7899431
112,113,16,Literatura,11.50275156,87.67050266,106.0512338
161,162,17,Matemáticas,8.775773881,81.1229844,106.5962861
287,288,16,Literatura,13.47798941,35,107.3949928
229,230,17,Ciencias,8.71935679,63.01194043,108.6956401
42,43,15,Literatura,11.09979474,86.86766764,180
