id,name,description,surface,population,postalCode,departmentId,department,touristAttractions,presidents,indigenousReservations,airports,radios,urbanCenters,higherEducationInstitutions
144,Barranquilla,"El Área metropolitana de Barranquilla es una conurbación colombiana ubicada en el norte del departamento de Atlántico. Su municipio principal es la capital departamental Barranquilla, y los otros municipios periféricos que la integran son Soledad, Galapa, Puerto Colombia y Malambo. Es la primera conurbación de la Región Caribe, la más densamente poblada y la cuarta del país.",520.0,2326292.0,80001,4,,,,,,,,
145,Baranoa,,,,,4,,,,,,,,
146,Candelaria,,,,,4,,,,,,,,
147,Galapa,,,,,4,,,,,,,,
148,Luruaco,,,,,4,,,,,,,,
149,Malambo,,,,,4,,,,,,,,
150,Manatí,,,,,4,,,,,,,,
151,Piojó,,,,,4,,,,,,,,
152,Polonuevo,,,,,4,,,,,,,,
153,Sabanagrande,,,,,4,,,,,,,,
154,Sabanalarga,"Sabanalarga es un municipio colombiano ubicado en el departamento del Atlántico, y ubicado en la costa caribe de Colombia.",399.0,100328.0,57020,4,,,,,,,,
155,Santa Lucía,,,,,4,,,,,,,,
156,Santo Tomás,,,,,4,,,,,,,,
157,Soledad,,,,,4,,,,,,,,
158,Suan,,,,,4,,,,,,,,
159,Tubará,,,,,4,,,,,,,,
160,Usiacurí,,,,,4,,,,,,,,
161,Juan de Acosta,,,,,4,,,,,,,,
162,Palmar de Varela,,,,,4,,,,,,,,
163,Campo de La Cruz,,,,,4,,,,,,,,
164,Repelón,,,,,4,,,,,,,,
165,Puerto Colombia,,,,,4,,,,,,,,
166,Ponedera,,,,,4,,,,,,,,
167,Bogotá D.C.,"Bogotá, oficialmente Bogotá, Distrito Capital​ (antiguamente, Santafé de Bogotá y originalmente, Santafé),​ es la capital de la República de Colombia y del departamento de Cundinamarca. Está administrada como distrito capital, y goza de autonomía para la gestión de sus intereses dentro de los límites de la Constitución y la ley.12​18​ A diferencia de los demás distritos de Colombia, Bogotá es una entidad territorial de primer orden, con las atribuciones administrativas que la ley confiere a los departamentos",1636.0,7901653.0,110110,5,,,,,,,,
168,Achí,,,,,6,,,,,,,,
169,Arenal,,,,,6,,,,,,,,
170,Arjona,,,,,6,,,,,,,,
171,Arroyohondo,,,,,6,,,,,,,,
172,Calamar,,,,,6,,,,,,,,
173,Cantagallo,,,,,6,,,,,,,,
174,Cicuco,,,,,6,,,,,,,,
175,Córdoba,,,,,6,,,,,,,,
176,Clemencia,,,,,6,,,,,,,,
177,El Guamo,,,,,6,,,,,,,,
178,Magangué,"Magangué es un municipio colombiano localizado a orillas del río Magdalena, en el departamento de Bolívar. Este municipio bolivarense es conocido como ""La Ciudad de los Ríos"", ya que en este lugar del país desembocan los ríos Cauca y San Jorge en el Magdalena. Fue fundado en 1610 por Diego de Carvajal, y refundada un 28 de octubre de 1776 por el militar español Antonio de la Torre y Miranda.",1568.0,128000.0,132511,6,,,,,,,,
179,Mahates,,,,,6,,,,,,,,
180,Margarita,,,,,6,,,,,,,,
181,Montecristo,,,,,6,,,,,,,,
182,Mompós,,,,,6,,,,,,,,
183,Morales,,,,,6,,,,,,,,
184,Norosí,,,,,6,,,,,,,,
185,Pinillos,,,,,6,,,,,,,,
186,Regidor,,,,,6,,,,,,,,
187,Río Viejo,,,,,6,,,,,,,,
188,San Estanislao,,,,,6,,,,,,,,
189,San Fernando,,,,,6,,,,,,,,
190,San Juan Nepomuceno,,,,,6,,,,,,,,
191,Santa Catalina,,,,,6,,,,,,,,
192,Santa Rosa,,,,,6,,,,,,,,
193,Simití,,,,,6,,,,,,,,
194,Soplaviento,,,,,6,,,,,,,,
195,Talaigua Nuevo,,,,,6,,,,,,,,
196,Tiquisio,,,,,6,,,,,,,,
197,Turbaco,,,,,6,,,,,,,,
198,Turbaná,,,,,6,,,,,,,,
199,Villanueva,,,,,6,,,,,,,,
200,Barranco de Loba,,,,,6,,,,,,,,
201,Santa Rosa del Sur,,,,,6,,,,,,,,
202,Hatillo de Loba,,,,,6,,,,,,,,
203,El Carmen de Bolívar,"El Carmen de Bolívar es un municipio del departamento de Bolívar, Colombia, ubicado en el sistema orográfico de los Montes de María, siendo la población más grande, así como la que concentra el movimiento económico y comercial de la subregión. Está a 120 km al sudeste de Cartagena de Indias y a 69 km al norte de Sincelejo.",954.0,70131.0,132050,6,,,,,,,,
204,San Martín de Loba,,,,,6,,,,,,,,
205,Altos del Rosario,,,,,6,,,,,,,,
206,San Jacinto del Cauca,,,,,6,,,,,,,,
207,San Pablo de Borbur,,,,,6,,,,,,,,
208,San Jacinto,,,,,6,,,,,,,,
209,El Peñón,,,,,6,,,,,,,,
210,Cartagena,"Cartagena de Indias, oficialmente Distrito Turístico y Cultural de Cartagena de Indias (abreviado Cartagena de Indias, D. T. y C.), es la capital del departamento de Bolívar, al norte de Colombia.6​ Fue fundada el 1 de junio de 1533 por Pedro de Heredia.7​ Desde 1991 Cartagena es un Distrito Turístico y Cultural.8​ La ciudad está ubicada a orillas del mar Caribe",609.0,1028736.0,130000,6,,,,,,,,
211,María la Baja,,,,,6,,,,,,,,
212,San Cristóbal,,,,,6,,,,,,,,
213,Zambrano,,,,,6,,,,,,,,
214,Tununguá,,,,,7,,,,,,,,
215,Motavita,,,,,7,,,,,,,,
216,Ciénega,,,,,7,,,,,,,,
217,Tunja,"Tunja es un municipio colombiano, capital del departamento de Boyacá, situado sobre la cordillera oriental de los Andes a 115 km al noreste de Bogotá. Es la ciudad capital más alta del país. Tunja fue construida sobre Hunza, la capital de la confederación Muisca el 6 de agosto de 1539. Con su título de villa otorgado por la corona española",121.0,180568.0,150001,7,,,,,,,,
218,Almeida,,,,,7,,,,,,,,
219,Aquitania,,,,,7,,,,,,,,
220,Arcabuco,,,,,7,,,,,,,,
221,Berbeo,,,,,7,,,,,,,,
222,Betéitiva,,,,,7,,,,,,,,
223,Boavita,,,,,7,,,,,,,,
224,Boyacá,,,,,7,,,,,,,,
225,Briceño,,,,,7,,,,,,,,
226,Buena Vista,,,,,7,,,,,,,,
227,Busbanzá,,,,,7,,,,,,,,
228,Caldas,,,,,7,,,,,,,,
229,Campohermoso,,,,,7,,,,,,,,
230,Cerinza,,,,,7,,,,,,,,
231,Chinavita,,,,,7,,,,,,,,
232,Chiquinquirá,,,,,7,,,,,,,,
233,Chiscas,,,,,7,,,,,,,,
234,Chita,,,,,7,,,,,,,,
235,Chitaraque,,,,,7,,,,,,,,
236,Chivatá,,,,,7,,,,,,,,
237,Cómbita,,,,,7,,,,,,,,
238,Coper,,,,,7,,,,,,,,
239,Corrales,,,,,7,,,,,,,,
240,Covarachía,,,,,7,,,,,,,,
241,Cubará,,,,,7,,,,,,,,
242,Cucaita,,,,,7,,,,,,,,
243,Cuítiva,,,,,7,,,,,,,,
244,Chíquiza,,,,,7,,,,,,,,
245,Chivor,,,,,7,,,,,,,,
246,Duitama,"Duitama es un municipio colombiano, ubicado en el departamento de Boyacá, en el centro-oriente de Colombia, en la región del Alto Chicamocha. Es la capital y centro urbano de mayor tamaño en la provincia del Tundama. Se le conoce como ""La Capital Cívica de Boyacá"" y ""La Perla de Boyacá"". Es el puerto transportador terrestre más importante del oriente colombiano",266.0,126670.0,150461,7,,,,,,,,
247,El Cocuy,,,,,7,,,,,,,,
248,El Espino,,,,,7,,,,,,,,
249,Firavitoba,,,,,7,,,,,,,,
250,Floresta,,,,,7,,,,,,,,
251,Gachantivá,,,,,7,,,,,,,,
252,Gameza,,,,,7,,,,,,,,
253,Garagoa,,,,,7,,,,,,,,
254,Guacamayas,,,,,7,,,,,,,,
255,Guateque,,,,,7,,,,,,,,
256,Guayatá,,,,,7,,,,,,,,
257,Güicán,,,,,7,,,,,,,,
258,Iza,,,,,7,,,,,,,,
259,Jenesano,,,,,7,,,,,,,,
260,Jericó,,,,,7,,,,,,,,
261,Labranzagrande,,,,,7,,,,,,,,
262,La Capilla,,,,,7,,,,,,,,
263,La Victoria,,,,,7,,,,,,,,
264,Macanal,,,,,7,,,,,,,,
265,Maripí,,,,,7,,,,,,,,
266,Miraflores,,,,,7,,,,,,,,
267,Mongua,,,,,7,,,,,,,,
268,Monguí,,,,,7,,,,,,,,
269,Moniquirá,,,,,7,,,,,,,,
270,Muzo,,,,,7,,,,,,,,
271,Nobsa,,,,,7,,,,,,,,
272,Nuevo Colón,,,,,7,,,,,,,,
273,Oicatá,,,,,7,,,,,,,,
274,Otanche,,,,,7,,,,,,,,
275,Pachavita,,,,,7,,,,,,,,
276,Páez,,,,,7,,,,,,,,
277,Paipa,,,,,7,,,,,,,,
278,Pajarito,,,,,7,,,,,,,,
279,Panqueba,,,,,7,,,,,,,,
280,Pauna,,,,,7,,,,,,,,
281,Paya,,,,,7,,,,,,,,
282,Pesca,,,,,7,,,,,,,,
283,Pisba,,,,,7,,,,,,,,
284,Puerto Boyacá,,,,,7,,,,,,,,
285,Quípama,,,,,7,,,,,,,,
286,Ramiriquí,,,,,7,,,,,,,,
287,Ráquira,,,,,7,,,,,,,,
288,Rondón,,,,,7,,,,,,,,
289,Saboyá,,,,,7,,,,,,,,
290,Sáchica,,,,,7,,,,,,,,
291,Samacá,,,,,7,,,,,,,,
292,San Eduardo,,,,,7,,,,,,,,
293,San Mateo,,,,,7,,,,,,,,
294,Santana,,,,,7,,,,,,,,
295,Santa María,,,,,7,,,,,,,,
296,Santa Sofía,,,,,7,,,,,,,,
297,Sativanorte,,,,,7,,,,,,,,
298,Sativasur,,,,,7,,,,,,,,
299,Siachoque,,,,,7,,,,,,,,
300,Soatá,,,,,7,,,,,,,,
301,Socotá,,,,,7,,,,,,,,
302,Socha,,,,,7,,,,,,,,
303,Sogamoso,"Sogamoso es un municipio colombiano situado en el centro-oriente del departamento de Boyacá en la región del Alto Chicamocha. Es la capital de la Provincia de Sugamuxi, se encuentra a 228,5 km al noreste de Bogotá, la capital del país, y a 75,8 km de Tunja, la capital del departamento. Posee una altitud de 2.569 m, tiene temperaturas promedio de 17 °C",208.0,132059.0,152210,7,,,,,,,,
304,Somondoco,,,,,7,,,,,,,,
305,Sora,,,,,7,,,,,,,,
306,Sotaquirá,,,,,7,,,,,,,,
307,Soracá,,,,,7,,,,,,,,
308,Susacón,,,,,7,,,,,,,,
309,Sutamarchán,,,,,7,,,,,,,,
310,Sutatenza,,,,,7,,,,,,,,
311,Tasco,,,,,7,,,,,,,,
312,Tenza,,,,,7,,,,,,,,
313,Tibaná,,,,,7,,,,,,,,
314,Tinjacá,,,,,7,,,,,,,,
315,Tipacoque,,,,,7,,,,,,,,
316,Toca,,,,,7,,,,,,,,
317,Tópaga,,,,,7,,,,,,,,
318,Tota,,,,,7,,,,,,,,
319,Turmequé,,,,,7,,,,,,,,
320,Tutazá,,,,,7,,,,,,,,
321,Umbita,,,,,7,,,,,,,,
322,Ventaquemada,,,,,7,,,,,,,,
323,Viracachá,,,,,7,,,,,,,,
324,Zetaquira,,,,,7,,,,,,,,
325,Togüí,,,,,7,,,,,,,,
326,Villa de Leyva,,,,,7,,,,,,,,
327,Paz de Río,,,,,7,,,,,,,,
328,Santa Rosa de Viterbo,,,,,7,,,,,,,,
329,San Pablo de Borbur,,,,,7,,,,,,,,
330,San Luis de Gaceno,,,,,7,,,,,,,,
331,San José de Pare,,,,,7,,,,,,,,
332,San Miguel de Sema,,,,,7,,,,,,,,
333,Tuta,,,,,7,,,,,,,,
334,Tibasosa,,,,,7,,,,,,,,
335,La Uvita,,,,,7,,,,,,,,
336,Belén,,,,,7,,,,,,,,
337,Manizales,"Manizales es un municipio colombiano, capital del departamento de Caldas. Está ubicado en el centro occidente de Colombia en la región paisa, así como en el eje cafetero, sobre la Cordillera Central de los Andes, cerca del Nevado del Ruiz. Tiene una población de 454,077 habitantes (2022). Es la región más poblada y competitiva del departamento con un aporte del 68% de su PIB total.",571.0,454077.0,170001,8,,,,,,,,
338,Aguadas,,,,,8,,,,,,,,
339,Anserma,,,,,8,,,,,,,,
340,Aranzazu,,,,,8,,,,,,,,
341,Belalcázar,,,,,8,,,,,,,,
342,Chinchiná,,,,,8,,,,,,,,
343,Filadelfia,,,,,8,,,,,,,,
344,La Dorada,,,,,8,,,,,,,,
345,La Merced,,,,,8,,,,,,,,
346,Manzanares,,,,,8,,,,,,,,
347,Marmato,,,,,8,,,,,,,,
348,Marulanda,,,,,8,,,,,,,,
349,Neira,,,,,8,,,,,,,,
350,Norcasia,,,,,8,,,,,,,,
351,Pácora,,,,,8,,,,,,,,
352,Palestina,,,,,8,,,,,,,,
353,Pensilvania,,,,,8,,,,,,,,
354,Riosucio,,,,,8,,,,,,,,
355,Risaralda,,,,,8,,,,,,,,
356,Salamina,,,,,8,,,,,,,,
357,Samaná,,,,,8,,,,,,,,
358,San José,,,,,8,,,,,,,,
359,Supía,,,,,8,,,,,,,,
360,Victoria,,,,,8,,,,,,,,
361,Villamaría,,,,,8,,,,,,,,
362,Viterbo,,,,,8,,,,,,,,
363,Marquetalia,,,,,8,,,,,,,,
364,Florencia,"Florencia es un municipio colombiano, capital del departamento de Caquetá. Es el municipio más poblado de la región amazónica por su número de habitantes.5​ Es conocido como «La Puerta de Oro de la Amazonía Colombiana»",2292.0,173011.0,180001,9,,,,,,,,
365,Albania,,,,,9,,,,,,,,
366,Curillo,,,,,9,,,,,,,,
367,El Doncello,,,,,9,,,,,,,,
368,El Paujil,,,,,9,,,,,,,,
369,Morelia,,,,,9,,,,,,,,
370,Puerto Rico,,,,,9,,,,,,,,
371,Solano,,,,,9,,,,,,,,
372,Solita,,,,,9,,,,,,,,
373,Valparaíso,,,,,9,,,,,,,,
374,San José del Fragua,,,,,9,,,,,,,,
375,Belén de Los Andaquies,,,,,9,,,,,,,,
376,Cartagena del Chairá,,,,,9,,,,,,,,
377,Milán,,,,,9,,,,,,,,
378,La Montañita,,,,,9,,,,,,,,
379,San Vicente del Caguán,,,,,9,,,,,,,,
380,Yopal,"Yopal es un municipio colombiano, capital del departamento de Casanare. Su extensión territorial es de 2595 kilómetros cuadrados,4​ y se sitúa a 317 kilómetros del distrito capital de Bogotá. Fundada por colonos boyacenses en 1915, es una de las capitales departamentales más jóvenes de Colombia y una de las ciudades que registra más rápido crecimiento poblacional a nivel nacional, en especial después de la separación de Casanare del departamento de Boyacá",2771.0,179355.0,850001,10,,,,,,,,
381,Aguazul,,,,,10,,,,,,,,
382,Chámeza,,,,,10,,,,,,,,
383,Hato Corozal,,,,,10,,,,,,,,
384,La Salina,,,,,10,,,,,,,,
385,Monterrey,,,,,10,,,,,,,,
386,Pore,,,,,10,,,,,,,,
387,Recetor,,,,,10,,,,,,,,
388,Sabanalarga,,,,,10,,,,,,,,
389,Sácama,,,,,10,,,,,,,,
390,Tauramena,,,,,10,,,,,,,,
391,Trinidad,,,,,10,,,,,,,,
392,Villanueva,,,,,10,,,,,,,,
394,Paz de Ariporo,,,,,10,,,,,,,,
395,Nunchía,,,,,10,,,,,,,,
396,Maní,,,,,10,,,,,,,,
397,Támara,,,,,10,,,,,,,,
398,Orocué,,,,,10,,,,,,,,
399,Popayán,"Popayán, oficialmente Asunción de Popayán es un municipio colombiano, capital del departamento del Cauca. Se encuentra localizado en el Valle de Pubenza, entre la Cordillera Occidental y Central al suroccidente del país. Su extensión territorial es de 512 km², su altitud media es de 1760 m sobre el nivel del mar, su precipitación media anual de 1941 mm, su temperatura promedio de 14/19 °C y distancia aproximada de 600 km a Bogotá, capital de Colombia.",512.0,318059.0,190001,11,,,,,,,,
400,Almaguer,,,,,11,,,,,,,,
401,Argelia,,,,,11,,,,,,,,
402,Balboa,,,,,11,,,,,,,,
403,Bolívar,,,,,11,,,,,,,,
404,Buenos Aires,,,,,11,,,,,,,,
405,Cajibío,,,,,11,,,,,,,,
406,Caldono,,,,,11,,,,,,,,
407,Caloto,,,,,11,,,,,,,,
408,Corinto,,,,,11,,,,,,,,
409,El Tambo,,,,,11,,,,,,,,
410,Florencia,,,,,11,,,,,,,,
411,Guachené,,,,,11,,,,,,,,
412,Guapi,,,,,11,,,,,,,,
413,Inzá,,,,,11,,,,,,,,
414,Jambaló,,,,,11,,,,,,,,
415,La Sierra,,,,,11,,,,,,,,
416,La Vega,,,,,11,,,,,,,,
417,López,,,,,11,,,,,,,,
418,Mercaderes,,,,,11,,,,,,,,
419,Miranda,,,,,11,,,,,,,,
420,Morales,,,,,11,,,,,,,,
421,Padilla,,,,,11,,,,,,,,
422,Patía,,,,,11,,,,,,,,
423,Piamonte,,,,,11,,,,,,,,
424,Piendamó,,,,,11,,,,,,,,
425,Puerto Tejada,,,,,11,,,,,,,,
426,Puracé,,,,,11,,,,,,,,
427,Rosas,,,,,11,,,,,,,,
428,Santa Rosa,,,,,11,,,,,,,,
429,Silvia,,,,,11,,,,,,,,
430,Sotara,,,,,11,,,,,,,,
431,Suárez,,,,,11,,,,,,,,
432,Sucre,,,,,11,,,,,,,,
433,Timbío,,,,,11,,,,,,,,
434,Timbiquí,,,,,11,,,,,,,,
435,Toribio,,,,,11,,,,,,,,
436,Totoró,,,,,11,,,,,,,,
437,Villa Rica,,,,,11,,,,,,,,
756,Puerto López,,,,,21,,,,,,,,
757,Puerto Lleras,,,,,21,,,,,,,,
758,Puerto Rico,,,,,21,,,,,,,,
438,Santander de Quilichao,"Santander de Quilichao es un municipio colombiano ubicado en el sector norte del departamento del Cauca, a 97 km al norte de Popayán y a 45 km al sur de Cali. Límites: al norte con los Municipios de Villa Rica y Jamundí, al Occidente con el municipio de Buenos Aires, al oriente con los municipios de Caloto y Jambaló y al sur con el Municipio de Caldono",518.0,95041.0,191030,11,,,,,,,,
439,San Sebastián,,,,,11,,,,,,,,
440,Páez,,,,,11,,,,,,,,
441,Valledupar,"Valledupar, también llamada Ciudad de los Santos Reyes del Valle de Upar, es un municipio colombiano, capital del departamento del Cesar. Es la cabecera del municipio homónimo, el cual tiene una extensión de 149 km², 559.462 habitantes y junto a su área metropolitana reúne 691.266 habitantes;1​ está conformado por 25 corregimientos y 102 veredas.",30000.0,559462.0,200001,12,,,,,,,,
442,Aguachica,"Aguachica es un municipio del departamento de Cesar, Colombia, ubicado entre el valle interandino del Magdalena Medio y la Serranía de los Motilones. Es el segundo municipio más poblado del departamento e importante centro ganadero y comercial de la zona sur del caribe colombiano.",5324.0,120000.0,205010,12,,,,,,,,
443,Agustín Codazzi,,,,,12,,,,,,,,
444,Astrea,,,,,12,,,,,,,,
445,Becerril,,,,,12,,,,,,,,
446,Bosconia,,,,,12,,,,,,,,
447,Chimichagua,,,,,12,,,,,,,,
448,Chiriguaná,,,,,12,,,,,,,,
449,Curumaní,,,,,12,,,,,,,,
450,El Copey,,,,,12,,,,,,,,
451,El Paso,,,,,12,,,,,,,,
452,Gamarra,,,,,12,,,,,,,,
453,González,,,,,12,,,,,,,,
454,La Gloria,,,,,12,,,,,,,,
455,Manaure,,,,,12,,,,,,,,
456,Pailitas,,,,,12,,,,,,,,
457,Pelaya,,,,,12,,,,,,,,
458,Pueblo Bello,,,,,12,,,,,,,,
459,La Paz,,,,,12,,,,,,,,
460,San Alberto,,,,,12,,,,,,,,
461,San Diego,,,,,12,,,,,,,,
462,San Martín,,,,,12,,,,,,,,
463,Tamalameque,,,,,12,,,,,,,,
464,Río de Oro,,,,,12,,,,,,,,
465,La Jagua de Ibirico,,,,,12,,,,,,,,
466,Istmina,,,,,13,,,,,,,,
467,Quibdó,"Quibdó es un municipio colombiano, capital del departamento del Chocó y una de las poblaciones más importantes en la Región del Pacífico Colombiano. La ciudad está ubicada en una de las regiones más biodiversas de Colombia, cerca de grandes reservas ecológicas como el parque nacional natural Emberá. También es una de las regiones con mayor número de reservas indígenas. ",3337.0,116087.0,270001,13,,,,,,,,
468,Acandí,,,,,13,,,,,,,,
469,Alto Baudo,,,,,13,,,,,,,,
470,Atrato,,,,,13,,,,,,,,
471,Bagadó,,,,,13,,,,,,,,
472,Bahía Solano,,,,,13,,,,,,,,
473,Bajo Baudó,,,,,13,,,,,,,,
474,Bojaya,,,,,13,,,,,,,,
475,Cértegui,,,,,13,,,,,,,,
476,Condoto,,,,,13,,,,,,,,
477,Juradó,,,,,13,,,,,,,,
478,Lloró,,,,,13,,,,,,,,
479,Medio Atrato,,,,,13,,,,,,,,
480,Medio Baudó,,,,,13,,,,,,,,
481,Medio San Juan,,,,,13,,,,,,,,
482,Nóvita,,,,,13,,,,,,,,
483,Nuquí,,,,,13,,,,,,,,
484,Río Iro,,,,,13,,,,,,,,
485,Río Quito,,,,,13,,,,,,,,
486,Riosucio,,,,,13,,,,,,,,
487,Sipí,,,,,13,,,,,,,,
488,Unguía,,,,,13,,,,,,,,
489,El Litoral del San Juan,,,,,13,,,,,,,,
490,El Cantón del San Pablo,,,,,13,,,,,,,,
491,El Carmen de Atrato,,,,,13,,,,,,,,
492,San José del Palmar,,,,,13,,,,,,,,
493,Belén de Bajira,,,,,13,,,,,,,,
494,Carmen del Darien,,,,,13,,,,,,,,
495,Tadó,,,,,13,,,,,,,,
496,Unión Panamericana,,,,,13,,,,,,,,
497,San Bernardo del Viento,,,,,14,,,,,,,,
498,Montería,"Montería es un municipio colombiano, capital del departamento de Córdoba. Está ubicado al noroccidente del país en la región Caribe Colombiana, se encuentra a orillas del río Sinú, por lo que es conocida como la ""Perla del Sinú"". Es considerada la capital ganadera de Colombia;5​ anualmente celebra la feria de la Ganadería durante el mes de junio. Es además, un importante centro comercial y universitario, reconocida como una de las ciudades colombianas con mayor crecimiento y desarrollo en los últimos años y por impulsar el desarrollo sostenible",3141.0,512994.0,230001,14,,,,,,,,
499,Ayapel,,,,,14,,,,,,,,
500,Buenavista,,,,,14,,,,,,,,
501,Canalete,,,,,14,,,,,,,,
502,Cereté,,,,,14,,,,,,,,
503,Chimá,,,,,14,,,,,,,,
504,Chinú,,,,,14,,,,,,,,
505,Cotorra,,,,,14,,,,,,,,
506,Lorica,"Santa Cruz de Lorica o simplemente Lorica, es un municipio del departamento de Córdoba, Colombia. Es conocida como Ciudad Antigua y Señorial, La capital del Bajo Sinú y La capital de Bocachico. Está ubicada en la porción septentrional del departamento de Córdoba y en la zona más baja del río Sinú, muy próxima al mar Caribe.",1033.0,115461.0,231020,14,,,,,,,,
507,Los Córdobas,,,,,14,,,,,,,,
508,Momil,,,,,14,,,,,,,,
509,Moñitos,,,,,14,,,,,,,,
510,Planeta Rica,,,,,14,,,,,,,,
511,Pueblo Nuevo,,,,,14,,,,,,,,
512,Puerto Escondido,,,,,14,,,,,,,,
513,Purísima,,,,,14,,,,,,,,
514,Sahagún,,,,,14,,,,,,,,
515,San Andrés Sotavento,,,,,14,,,,,,,,
516,San Antero,,,,,14,,,,,,,,
517,San Pelayo,,,,,14,,,,,,,,
518,Tierralta,,,,,14,,,,,,,,
519,Tuchín,,,,,14,,,,,,,,
520,Valencia,,,,,14,,,,,,,,
521,San José de Uré,,,,,14,,,,,,,,
522,Ciénaga de Oro,,,,,14,,,,,,,,
523,San Carlos,,,,,14,,,,,,,,
524,Montelíbano,"Montelíbano es un municipio del sur del departamento de Córdoba, Colombia. Situado sobre la margen derecha del río San Jorge y con una población de 90.4504​ habitantes aproximadamente, es en la actualidad uno de los centros de desarrollo económico, comercial y cultural más importantes de la región.",1890.0,90450.0,234001,14,,,,,,,,
525,La Apartada,,,,,14,,,,,,,,
526,Puerto Libertador,,,,,14,,,,,,,,
527,Anapoima,,,,,15,,,,,,,,
528,Arbeláez,,,,,15,,,,,,,,
529,Beltrán,,,,,15,,,,,,,,
530,Bituima,,,,,15,,,,,,,,
531,Bojacá,,,,,15,,,,,,,,
532,Cabrera,,,,,15,,,,,,,,
533,Cachipay,,,,,15,,,,,,,,
534,Cajicá,,,,,15,,,,,,,,
535,Caparrapí,,,,,15,,,,,,,,
536,Caqueza,,,,,15,,,,,,,,
537,Chaguaní,,,,,15,,,,,,,,
538,Chipaque,,,,,15,,,,,,,,
539,Choachí,,,,,15,,,,,,,,
540,Chocontá,,,,,15,,,,,,,,
541,Cogua,,,,,15,,,,,,,,
542,Cota,,,,,15,,,,,,,,
543,Cucunubá,,,,,15,,,,,,,,
544,El Colegio,,,,,15,,,,,,,,
545,El Rosal,,,,,15,,,,,,,,
546,Fomeque,,,,,15,,,,,,,,
